,lat.,long.
821,37.773854,-122.477838
822,37.804917,-122.442132
823,37.802411,-122.44334
824,37.779753,-122.482657
825,37.7864,-122.3892
826,37.77836,-122.48031
827,37.763087,-122.398519
828,37.755889,-122.389058
830,37.7856,-122.4358
832,37.786106,-122.393908
834,37.797287,-122.415291
835,37.761747,-122.475924
836,37.761747,-122.475924
837,37.719,-122.4096
838,37.7195,-122.4411
839,37.736388,-122.428977
840,37.7441,-122.4863
841,37.7593,-122.4836
842,37.792252,-122.407513
843,37.775471,-122.502671
844,37.7593,-122.4836
846,37.756249,-122.419942
847,37.795016,-122.436761
848,37.774305,-122.427174
849,37.773554,-122.503609
850,37.8031,-122.425759
851,37.787035,-122.456039
852,37.749711,-122.406997
853,37.730624,-122.368035
854,37.729838,-122.400274
855,37.71964,-122.471652
856,37.773547,-122.409718
857,37.791017,-122.399149
858,37.78742,-122.393124
859,37.912849,-122.342265
860,37.735307,-122.423422
870,37.801506,-122.423236
871,37.787254,-122.424075
872,37.778346,-122.435079
873,37.772525,-122.427158
874,37.777507,-122.433085
875,37.77089,-122.42514
876,37.77089,-122.42514
877,37.790836,-122.408925
878,37.791205,-122.40806
879,37.752393,-122.425264
881,37.716788,-122.475918
882,37.76289,-122.428509
883,37.761188,-122.43003
884,37.804917,-122.442132
885,37.794991,-122.407168
886,37.771804,-122.426621
887,37.737551,-122.425111
888,37.716788,-122.475918
890,37.7725,-122.4147
891,37.760358,-122.464981
892,37.802559,-122.407521
897,37.792204,-122.415377
898,37.715011,-122.472991
899,37.791456,-122.392342
900,37.782383,-122.460136
902,37.791859,-122.425177
903,37.778992,-122.461166
904,37.782383,-122.460136
905,37.75364,-122.466658
906,37.75364,-122.466658
907,37.794458,-122.426045
908,37.770675,-122.449203
909,37.796797,-122.398211
910,37.719823,-122.462253
911,37.7441,-122.4863
913,37.787321,-122.431108
914,37.742655,-122.486413
915,37.793428,-122.26913
918,37.785248,-122.439873
919,37.761582,-122.438056
920,37.789952,-122.425616
923,37.772434,-122.39726
927,37.781031,-122.42044
928,37.789457,-122.444119
930,37.761691,-122.39188
932,37.762575,-122.44602
933,37.77727,-122.411388
937,37.787295,-122.392719
938,37.787703,-122.391971
939,37.775048,-122.449638
942,37.776036,-122.499486
943,37.794895,-122.429989
944,37.762614,-122.445947
945,37.773906,-122.413938
946,37.784994,-122.464572
947,37.779924,-122.492816
948,37.789529,-122.413728
949,37.772649,-122.415002
950,37.8048,-122.420805
951,37.741585,-122.4472
952,37.786413,-122.403274
953,37.770675,-122.449203
954,37.753642,-122.411993
955,37.792217,-122.429447
956,37.789568,-122.413425
957,37.792217,-122.429447
958,37.8002,-122.4091
960,37.800638,-122.407584
961,37.8002,-122.4091
965,37.771804,-122.426621
966,37.763689,-122.474241
967,37.793444,-122.416201
970,37.717665,-122.440107
971,37.797603,-122.435594
972,37.756988,-122.419689
973,37.717866,-122.440359
982,37.803601,-122.444419
990,37.783641,-122.47854
1008,37.770008,-122.446934
1009,37.77541,-122.46298
1010,37.77541,-122.46298
1011,37.764311,-122.454217
1015,37.772108,-122.430434
1016,37.794243,-122.42817
1018,37.780321,-122.493346
1022,37.749391,-122.427628
1023,37.803969,-122.435031
1028,37.789046,-122.417541
1029,37.789046,-122.417541
1030,37.739869,-122.424147
1031,37.787335,-122.463662
1035,37.749374,-122.427649
1037,37.723347,-122.399652
1038,37.769362,-122.450901
1039,37.78518,-122.435781
1040,37.77253,-122.39312
1043,37.77526,-122.424388
1046,37.789422,-122.437319
1047,37.757903,-122.466958
1053,37.769428,-122.403979
1056,37.772434,-122.39726
1057,37.780917,-122.399457
1058,37.772434,-122.39726
1060,37.780917,-122.399457
1062,37.772434,-122.39726
1064,37.772434,-122.39726
1067,37.772434,-122.39726
1069,37.787295,-122.392719
1076,37.787295,-122.392719
1077,37.752242,-122.444618
1079,37.769428,-122.403979
1083,37.75954,-122.462864
1085,37.787836,-122.393396
1086,37.7694,-122.3867
1087,37.7694,-122.3867
1088,37.75029,-122.434216
1089,37.766726,-122.438291
1093,37.7195,-122.4411
1094,37.786649,-122.413799
1095,37.7694,-122.3867
1098,37.7864,-122.3892
1099,37.745296,-122.440088
1102,37.77351,-122.409599
1104,37.796014,-122.430385
1105,37.7917,-122.4186
1106,37.786649,-122.413799
1107,37.781111,-122.462139
1109,37.788845,-122.419161
1113,37.786649,-122.413799
1114,37.78983,-122.418843
1115,37.769239,-122.420247
1116,37.772721,-122.391183
1117,37.748362,-122.429346
1119,37.790459,-122.429092
1120,37.786649,-122.413799
1122,37.721206,-122.483023
1124,37.723347,-122.399652
1128,37.785209,-122.417505
1129,37.753939,-122.440914
1130,37.787424,-122.421154
1132,37.77208,-122.445717
1135,37.787424,-122.421154
1137,37.757754,-122.393133
1139,37.793428,-122.26913
1141,37.780917,-122.399457
1142,37.780917,-122.399457
1144,37.7621,-122.3971
1145,37.763529,-122.474016
1146,37.7621,-122.3971
1148,37.792507,-122.408767
1149,37.75124,-122.425032
1150,37.776541,-122.417501
1151,37.754571,-122.401589
1154,37.744352,-122.488678
1157,37.783785,-122.39893
1160,37.786649,-122.413799
1161,37.791927,-122.414209
1163,37.796272,-122.426893
1166,37.791456,-122.392342
1167,37.771887,-122.423334
1168,37.773644,-122.434128
1171,37.771887,-122.423334
1172,37.7813,-122.4167
1174,37.724625,-122.395926
1176,37.773083,-122.391187
1177,37.758343,-122.438207
1184,37.776619,-122.417402
1185,37.716788,-122.475918
1187,37.805786,-122.44221
1190,37.771804,-122.426621
1194,37.744352,-122.453012
1195,37.784764,-122.390431
1196,37.7621,-122.3971
1197,37.7725,-122.4147
1198,37.7621,-122.3971
1199,37.7621,-122.3971
1201,37.796933,-122.429774
1202,37.718571,-122.484778
1204,37.794966,-122.429216
1205,37.794576,-122.425869
1206,37.762166,-122.4646
1209,37.776541,-122.417501
1210,37.805291,-122.435632
1211,37.782457,-122.475236
1213,37.791727,-122.447112
1214,37.773083,-122.391187
1216,37.761324,-122.38864
1217,37.761809,-122.391944
1218,37.7712,-122.4413
1219,37.774277,-122.43594
1220,37.803569,-122.435416
1222,37.749892,-122.479312
1223,37.718119,-122.474484
1224,37.7621,-122.3971
1225,37.749923,-122.479312
1226,37.795435,-122.433469
1228,37.761617,-122.422955
1231,37.75983,-122.42592
1232,37.7309,-122.3886
1233,37.80422,-122.439526
1234,37.784612,-122.390174
1236,37.787137,-122.396691
1239,37.723837,-122.455916
1240,37.723837,-122.455916
1243,37.772721,-122.391183
1244,37.755423,-122.432254
1245,37.752104,-122.420665
1246,37.780365,-122.505198
1247,37.763496,-122.418484
1250,37.793223,-122.41447
1255,37.793223,-122.41447
1260,37.765965,-122.432306
1261,37.752045,-122.483844
1262,37.785589,-122.424967
1263,37.785616,-122.424743
1265,37.748362,-122.429346
1266,37.761536,-122.451002
1267,37.802069,-122.414569
1272,37.802069,-122.414569
1273,37.771396,-122.509895
1275,37.785639,-122.444313
1276,37.800138,-122.403962
1277,37.745,-122.4383
1278,37.721624,-122.472322
1279,37.785635,-122.444347
1280,37.761092,-122.468252
1283,37.790087,-122.409357
1284,37.791923,-122.417582
1285,37.773089,-122.396768
1286,37.796211,-122.405143
1290,37.776541,-122.417501
1291,37.777507,-122.433085
1292,37.773089,-122.396768
1294,37.728617,-122.426423
1295,37.777507,-122.433085
1298,37.785199,-122.419152
1301,37.77521,-122.424327
1302,37.7725,-122.4147
1303,37.771804,-122.426621
1304,37.785635,-122.444347
1305,37.78317,-122.422562
1306,37.769428,-122.403979
1307,37.787996,-122.393597
1308,37.752377,-122.446661
1309,37.803936,-122.426756
1313,37.712294,-122.446629
1315,37.776541,-122.417501
1317,37.772065,-122.404452
1318,37.724927,-122.395949
1323,37.772065,-122.404452
1324,37.785635,-122.444347
1326,37.78723,-122.391465
1327,37.772065,-122.404452
1328,37.779688,-122.493297
1333,37.789511,-122.41541
1334,37.760693,-122.467266
1342,37.785368,-122.422392
1343,37.784139,-122.418485
1346,37.790836,-122.408925
1348,37.789271,-122.417716
1349,37.766943,-122.428896
1356,37.782042,-122.468653
1357,37.789046,-122.417541
1358,37.762198,-122.465659
1361,37.786424,-122.419846
1362,37.789046,-122.417541
1367,37.789016,-122.410242
1370,37.782258,-122.449368
1373,37.782872,-122.413441
1377,37.785034,-122.417115
1380,37.785896,-122.444299
1383,37.798762,-122.422337
1388,37.792089,-122.423366
1389,37.776333,-122.394035
1390,37.782477,-122.424108
1391,37.789046,-122.417541
1392,37.80384,-122.435035
1396,37.786424,-122.419846
1399,37.77164,-122.504544
1401,37.78591,-122.419604
1403,37.75379,-122.41661
1405,37.787397,-122.423416
1407,37.787397,-122.423416
1410,37.7509,-122.4153
1413,37.747345,-122.414834
1415,37.793223,-122.41447
1416,37.754337,-122.405454
1417,37.7999,-122.4342
1418,37.7999,-122.4342
1419,37.796063,-122.428538
1424,37.79689,-122.414501
1425,37.794321,-122.413011
1426,37.794415,-122.419936
1427,37.786849,-122.442319
1428,37.7999,-122.4342
1429,37.741332,-122.472353
1431,37.79868,-122.415572
1432,37.785582,-122.414617
1436,37.74532,-122.419204
1441,37.793223,-122.41447
1442,37.77534,-122.423846
1444,37.797588,-122.431566
1445,37.754014,-122.443013
1446,37.8002,-122.4091
1447,37.752796,-122.40913
1448,37.792472,-122.434558
1451,37.777507,-122.433085
1452,37.802411,-122.44334
1456,37.752869,-122.401471
1457,37.792089,-122.423366
1458,37.791038,-122.409379
1462,37.762522,-122.436898
1463,37.76912,-122.420204
1467,37.778017,-122.409337
1468,37.79868,-122.415572
1469,37.763672,-122.388793
1470,37.775873,-122.408947
1471,37.758722,-122.446021
1473,37.79468,-122.413487
1474,37.794596,-122.414968
1475,37.793483,-122.408037
1479,37.7587,-122.433
1481,37.723315,-122.474289
1483,37.798112,-122.442468
1484,37.72495,-122.461211
1485,37.752241,-122.421813
1486,37.774762,-122.432114
1487,37.788378,-122.414732
1488,37.789955,-122.410399
1490,37.776087,-122.468224
1492,37.778129,-122.4103
1493,37.796353,-122.426256
1495,37.736175,-122.425603
1496,37.7309,-122.3886
1499,37.799765,-122.444516
1501,37.783785,-122.39893
1502,37.759423,-122.432638
1503,37.768696,-122.446668
1507,37.738658,-122.429315
1508,37.77677,-122.496185
1509,37.705231,-122.408982
1510,37.7593,-122.4836
1513,37.775715,-122.497319
1515,37.786749,-122.414853
1516,37.786749,-122.414853
1519,37.801328,-122.407405
1522,37.792472,-122.434558
1531,37.793015,-122.444843
1532,37.803969,-122.435031
1538,37.799414,-122.417385
1539,37.7621,-122.3971
1541,37.761436,-122.505133
1546,37.763971,-122.467819
1552,37.771429,-122.424061
1553,37.788178,-122.416827
1554,37.788135,-122.390319
1555,37.788135,-122.390319
1556,37.79072,-122.41875
1564,37.789701,-122.419853
1565,37.800705,-122.444636
1568,37.776511,-122.458698
1570,37.750545,-122.446446
1572,37.795373,-122.413387
1574,37.76452,-122.478414
1575,37.699789,-122.464683
1576,37.665264,-122.463741
1578,37.7621,-122.3971
1579,37.709949,-122.452262
1580,37.798301,-122.403879
1582,37.765939,-122.426507
1583,37.777601,-122.452691
1584,37.762208,-122.465441
1591,37.783752,-122.389664
1592,37.787295,-122.392719
1593,37.759231,-122.423615
1594,37.798442,-122.417456
1601,37.787295,-122.392719
1605,37.792008,-122.431092
1607,37.802411,-122.44334
1612,37.767045,-122.448021
1614,37.787295,-122.392719
1616,37.778841,-122.422615
1617,37.777018,-122.415696
1618,37.777018,-122.415696
1620,37.787295,-122.392719
1622,37.790978,-122.407076
1627,37.717168,-122.481561
1628,37.766212,-122.427452
1630,37.78591,-122.419604
1631,37.796063,-122.428538
1633,37.747696,-122.427045
1637,37.783752,-122.447927
1640,37.771817,-122.440554
1642,37.788277,-122.416056
1646,37.801561,-122.424345
1648,37.787335,-122.415376
1649,37.784491,-122.45465
1651,37.787188,-122.418302
1652,37.7872,-122.415333
1653,37.790455,-122.407587
1654,37.784741,-122.416406
1655,37.789383,-122.414876
1657,37.784491,-122.45465
1658,37.7917,-122.4186
1659,37.788749,-122.415258
1660,37.789878,-122.411003
1662,37.730783,-122.409582
1663,37.789646,-122.435539
1664,37.793343,-122.417867
1665,37.752729,-122.417397
1666,37.8365,-122.2804
1671,37.75796,-122.439622
1677,37.781398,-122.409245
1681,37.785643,-122.444279
1686,37.796335,-122.400585
1687,37.748285,-122.406502
1688,37.764166,-122.506191
1691,37.798324,-122.440798
1692,37.7999,-122.4342
1694,37.801884,-122.43134
1695,37.7999,-122.4342
1699,37.714674,-122.473316
1701,37.789594,-122.413222
1702,37.7917,-122.4186
1704,37.753968,-122.416413
1705,37.755957,-122.39881
1706,37.798506,-122.415303
1708,37.787395,-122.414024
1709,37.784251,-122.476875
1710,37.7917,-122.4186
1711,37.71409,-122.473226
1712,37.782022,-122.470804
1713,37.787251,-122.415299
1714,37.745,-122.4383
1717,37.748209,-122.444234
1719,37.761809,-122.391858
1720,37.80316,-122.43252
1721,37.723347,-122.399652
1723,37.771464,-122.432078
1725,37.719826,-122.483961
1798,37.2827,-121.8265
1799,37.97245,-122.352098
1800,37.443506,-122.119807
1803,38.387342,-122.63039
1812,37.289912,-121.833219
1814,38.113289,-122.264214
1816,38.2403,-122.6777
1817,37.6004,-122.402
1819,37.7957,-122.2429
1824,37.402436,-122.083572
1825,37.2827,-121.8265
1826,38.049542,-122.153303
1828,37.679859,-121.722734
1829,37.737434,-122.144966
1831,37.441002,-122.125764
1832,38.363313,-122.717198
1833,37.7695,-121.5397
1834,37.7695,-121.5397
1836,37.850527,-122.277446
1837,37.36994,-121.854965
1838,37.90403,-122.50258
1839,37.769706,-122.18533
1840,37.7957,-122.2429
1841,37.444966,-122.153614
1844,37.974784,-121.775508
1845,37.789641,-122.22614
1846,37.8084,-122.280235
1849,37.319542,-122.01427
1852,37.570096,-122.317496
1854,37.838765,-122.264337
1857,37.836446,-122.270076
1860,37.815706,-122.214954
1861,37.956981,-122.547286
1862,38.050916,-121.387424
1864,37.78084,-121.546018
1865,38.655299,-121.378278
1866,38.552651,-121.736599
1867,38.5816,-121.4944
1868,38.6626,-121.4834
1869,38.4243,-121.437
1872,38.553253,-121.388849
1873,38.436212,-121.386074
1874,38.5816,-121.4944
1875,38.7703,-121.3372
1876,38.655299,-121.378278
1877,38.6157,-121.5053
1878,38.772438,-121.371889
1879,37.2308,-120.5144
1880,37.2983,-120.4649
1881,37.3302,-120.508
1898,37.869116,-122.291751
1900,37.869116,-122.291751
1901,37.4676,-120.2793
1902,37.160607,-121.697885
1903,37.8601,-122.4946
1904,38.237502,-122.64434
1906,37.7695,-121.5397
1913,38.5091,-121.4935
1914,38.626576,-121.436895
1915,37.331474,-120.494011
1926,37.759651,-122.402475
1927,37.790271,-122.415422
1933,37.786749,-122.414853
1934,37.786749,-122.414853
1935,37.7441,-122.4863
1937,37.795153,-122.418231
1940,37.710365,-122.390888
1941,37.773545,-122.408789
1944,37.710365,-122.390888
1946,37.781665,-122.401614
1950,37.731668,-122.445489
1951,37.710365,-122.390888
1952,37.744882,-122.473517
1953,37.7786,-122.4892
1959,37.793558,-122.419597
1960,37.785933,-122.392767
1965,37.787703,-122.391971
1970,37.777457,-122.413158
1974,37.790881,-122.410623
1976,37.804359,-122.437046
1977,37.747902,-122.48691
1980,37.773083,-122.391187
1982,37.798572,-122.425672
1983,37.790881,-122.410623
1984,37.771804,-122.426621
1986,37.78974,-122.412076
1987,37.799414,-122.417385
1988,37.787424,-122.421154
1990,37.772721,-122.391183
1992,37.793432,-122.412829
1993,37.791927,-122.414209
1998,37.785075,-122.41114
1999,37.788169,-122.411755
2001,37.788388,-122.415185
2002,37.341912,-121.983047
2005,37.788787,-122.42706
2006,37.793472,-122.43376
2010,37.79667,-122.438779
2012,37.791017,-122.409547
2013,37.785182,-122.476273
2017,37.791097,-122.408913
2018,37.762604,-122.469432
2019,37.782977,-122.461445
2020,37.749254,-122.444808
2021,37.799504,-122.416664
2022,37.800802,-122.420165
2023,37.775184,-122.451291
2024,37.795882,-122.416696
2025,37.787424,-122.421154
2031,37.771239,-122.42521
2032,37.790463,-122.413916
2033,37.774467,-122.435979
2035,37.787996,-122.393597
2042,37.788658,-122.426094
2046,37.788658,-122.426169
2049,37.7621,-122.3971
2051,37.729246,-122.449708
2053,37.7917,-122.4186
2055,37.771804,-122.426621
2062,37.786715,-122.451777
2063,37.797957,-122.413744
2066,37.7509,-122.4153
2068,37.798081,-122.435209
2074,37.772721,-122.391183
2076,37.793525,-122.425632
2079,37.804664,-122.405954
2080,37.790164,-122.416264
2088,37.790376,-122.414602
2089,37.790376,-122.414602
2095,37.764027,-122.4496
2096,37.80547,-122.437272
2098,37.772434,-122.39726
2101,37.781858,-122.462193
2102,37.786691,-122.44356
2103,37.794774,-122.423563
2111,37.793852,-122.409541
2120,37.75954,-122.462864
2122,37.75954,-122.462864
2125,37.771429,-122.424061
2129,37.78807,-122.425237
2132,37.762198,-122.465659
2133,37.786714,-122.463794
2137,37.798207,-122.406292
2148,37.774467,-122.391644
2150,37.771429,-122.424061
2152,37.746303,-122.429149
2155,37.775517,-122.460661
2157,37.759501,-122.484365
2158,37.769379,-122.451866
2159,37.770959,-122.505627
2164,37.782258,-122.449368
2165,37.7354,-122.4571
2169,37.782943,-122.422221
2170,37.76613,-122.428819
2172,37.790881,-122.410623
2176,37.762198,-122.465659
2182,37.759078,-122.4228
2183,37.6247,-122.429
2184,37.792709,-122.418504
2186,37.746535,-122.426933
2187,37.792472,-122.434558
2188,37.7621,-122.3971
2189,37.7621,-122.3971
2190,37.787137,-122.396691
2191,37.791715,-122.434758
2192,37.775915,-122.421989
2201,37.794679,-122.413083
2204,37.794321,-122.413011
2205,37.755529,-122.416011
2206,37.791982,-122.424207
2207,37.734374,-122.411586
2209,37.791017,-122.409547
2211,37.783752,-122.447927
2214,37.786928,-122.456875
2216,37.803613,-122.409174
2220,37.629835,-122.493585
2222,37.791097,-122.408913
2225,37.795316,-122.4267
2226,37.774467,-122.435979
2228,37.756599,-122.507805
2230,37.771239,-122.42521
2231,37.719,-122.4096
2233,37.792709,-122.418504
2235,37.798207,-122.406292
2242,37.78317,-122.422562
2243,37.791581,-122.420199
2246,37.772065,-122.404452
2247,37.787397,-122.423416
2248,37.787397,-122.423416
2249,37.781798,-122.38834
2250,37.771841,-122.42702
2252,37.790881,-122.410623
2253,37.750761,-122.477149
2255,37.7856,-122.4358
2256,37.793347,-122.434734
2262,37.789511,-122.41541
2263,37.804917,-122.442132
2268,37.77044,-122.426683
2270,37.794679,-122.413083
2276,37.791017,-122.409547
2278,37.76404,-122.435955
2279,37.782652,-122.470846
2284,37.7195,-122.4411
2287,37.7593,-122.4836
2289,37.7195,-122.4411
2292,37.772931,-122.389717
2296,37.729246,-122.449708
2297,37.7725,-122.4147
2301,37.0313,-122.1198
2302,37.8071,-122.2851
2303,37.4443,-122.1497
2304,37.318,-122.0449
2305,37.8664,-122.257
2308,37.0597,-122.0152
2309,37.6004,-122.402
2310,37.1353,-121.6501
2311,30.1582,-92.0236
2313,37.843953,-122.294186
2314,36.96363,-122.056784
2315,37.0313,-122.1198
2316,38.4534,-122.6878
2317,37.4815,-122.2091
2318,37.8784,-122.2655
2319,37.0139,-121.5773
2320,37.4443,-122.1497
2321,37.5368,-122.032
2322,37.978371,-121.321163
2323,38.122375,-121.262777
2324,37.986977,-121.319239
2325,37.986977,-121.319239
2326,37.986977,-121.319239
2327,37.986977,-121.319239
2328,38.122375,-121.262777
2332,38.122375,-121.262777
2335,37.957582,-121.297978
2338,38.013651,-121.293322
2340,38.122375,-121.262777
2341,38.013651,-121.293322
2344,37.650783,-120.969108
2345,37.650783,-120.969108
2346,37.650783,-120.969108
2347,37.650783,-120.969108
2348,37.529724,-120.854403
2349,37.6746,-121.0113
2350,38.5498,-121.4583
2351,38.5347,-121.4451
2352,38.578155,-121.467095
2353,38.668236,-121.327262
2354,38.59998,-121.41972
2355,38.5662,-121.3286
2356,38.678337,-121.275983
2357,38.668236,-121.327262
2358,38.496154,-121.372262
2362,38.732151,-121.277061
2363,38.702441,-121.271795
2364,38.6554,-121.2611
2365,38.644761,-121.267896
2370,38.496061,-121.431492
2371,38.599529,-121.419955
2372,38.667009,-121.342947
2374,38.5892,-121.4057
2376,38.6554,-121.2611
2378,38.7159,-121.3648
2379,38.523408,-121.458642
2382,38.6627,-121.3406
2385,38.496061,-121.431492
2387,38.678337,-121.275983
2388,38.578547,-121.473136
2389,38.5538,-121.7418
2391,38.55849,-121.49668
2392,38.578926,-121.469983
2393,38.57857,-121.468649
2395,38.624423,-121.436906
2396,38.57486,-121.303779
2397,38.595776,-121.405685
2400,38.6627,-121.3406
2403,38.6284,-121.3287
2404,38.6284,-121.3287
2405,38.6627,-121.3406
2406,38.614302,-121.286552
2407,38.668236,-121.327262
2408,38.591766,-121.296373
2409,38.5347,-121.4451
2410,38.585203,-121.314253
2413,37.303423,-120.459631
2425,37.351037,-121.99317
2426,41.3897,-81.7351
2427,37.4056,-122.0775
2428,37.9156,-122.2985
2434,38.0377,-121.3445
2435,37.9743,-121.3154
2436,37.914091,-121.421363
2437,37.9743,-121.3154
2438,38.0024,-121.3238
2439,37.993594,-121.304445
2440,37.991861,-121.301572
2441,37.940173,-121.284485
2442,37.914091,-121.421363
2443,37.958,-121.2876
2445,36.595106,-121.879396
2446,36.588793,-121.888676
2448,34.2625,-118.427
2449,37.5833,-120.9496
2450,37.7741,-120.8377
2451,37.521893,-120.86264
2452,37.504459,-120.837547
2453,37.7298,-120.942
2454,37.500295,-120.864377
2455,37.502424,-120.847704
2456,33.9208,-117.4589
2457,37.682566,-121.022289
2458,37.675227,-120.97327
2459,37.672068,-120.961919
2460,37.766983,-120.842712
2461,37.667264,-120.989552
2462,37.521865,-120.839875
2463,37.992909,-121.299512
2464,37.646941,-120.991429
2465,37.6409,-120.9749
2466,37.529244,-120.860901
2475,38.8071,-121.1698
2476,38.5816,-121.4944
2477,38.513733,-121.435336
2478,38.624272,-121.446156
2479,38.6383,-121.5072
2480,38.5762,-121.488
2481,38.611523,-121.420774
2482,32.636997,-115.44837
2483,38.542514,-121.372211
2487,38.261202,-122.038432
2488,38.739299,-121.294547
2489,38.5462,-121.6676
2490,38.5498,-121.4583
2491,38.625942,-121.458223
2492,38.5816,-121.4944
2493,38.6383,-121.5072
2494,38.708031,-121.271785
2495,41.7817,-124.1332
2496,38.636605,-121.440152
2497,38.5816,-121.4944
2498,38.596,-121.3978
2499,38.6865,-121.3494
2502,38.6383,-121.5072
2503,38.523697,-121.457916
2504,38.4797,-121.4438
2505,38.614335,-121.286573
2506,38.691376,-121.79181
2507,38.6709,-121.1529
2508,39.156192,-121.633927
2509,38.6865,-121.3494
2510,38.4826,-121.4006
2511,38.6865,-121.3494
2512,38.5538,-121.7418
2513,38.474254,-121.436875
2514,38.620224,-121.407509
2515,38.6865,-121.3494
2516,38.4797,-121.4438
2517,38.5568,-121.4929
2518,38.510538,-121.491534
2520,37.337869,-120.58435
2521,37.304627,-120.458892
2522,37.290367,-120.453391
2523,37.323392,-120.49189
2524,37.3489,-120.6028
2525,37.2983,-120.4649
2526,37.360461,-120.597936
2527,37.323428,-120.486924
2528,37.323428,-120.486924
2529,37.323405,-120.490311
2530,37.324697,-120.48691
2531,37.5239,-120.8517
2532,37.3489,-120.6028
2533,37.061983,-120.841496
2567,37.755176,-122.38791
2568,37.755295,-122.387888
2571,37.755879,-122.388061
2572,37.755879,-122.388061
2573,37.783838,-122.444674
2574,37.785325,-122.416662
2575,37.778089,-122.443507
2576,37.770636,-122.449504
2577,37.770636,-122.449504
2579,37.799218,-122.42074
2580,37.801304,-122.424538
2581,37.801304,-122.424538
2582,37.72495,-122.461211
2583,37.793428,-122.26913
2584,37.791205,-122.40806
2585,37.791205,-122.40806
2586,37.758198,-122.441039
2587,37.786491,-122.415038
2588,37.770636,-122.449504
2589,37.786089,-122.397391
2590,37.790981,-122.4178
2591,37.796158,-122.438675
2592,37.794895,-122.429989
2593,37.8002,-122.4091
2594,37.798949,-122.446039
2595,37.782453,-122.475323
2596,37.772525,-122.427158
2597,37.796695,-122.43222
2599,37.7786,-122.4892
2600,37.774412,-122.427263
2601,37.774299,-122.39051
2602,37.761725,-122.391794
2603,37.784076,-122.432456
2604,37.7812,-122.4614
2605,37.75281,-122.443619
2606,37.794508,-122.425311
2607,37.778601,-122.483783
2608,37.722979,-122.450764
2609,37.802628,-122.436693
2610,37.800032,-122.412471
2611,37.772721,-122.391183
2612,37.789743,-122.42726
2613,37.709085,-122.469509
2614,37.798942,-122.403187
2615,37.775942,-122.437854
2616,37.794245,-122.479557
2617,37.744937,-122.443169
2618,37.772952,-122.438851
2619,37.774299,-122.39051
2620,37.799663,-122.416277
2621,37.787424,-122.421154
2622,37.793112,-122.424572
2623,37.754575,-122.444108
2625,37.764037,-122.466311
2626,37.755295,-122.420964
2627,37.765996,-122.431038
2628,37.752568,-122.416284
2629,37.791982,-122.424207
2630,37.765925,-122.466442
2632,37.749951,-122.508459
2633,37.760605,-122.507015
2634,37.75766,-122.50597
2636,37.777628,-122.410935
2637,37.742655,-122.486413
2638,37.786448,-122.407735
2639,37.74218,-122.418981
2640,37.801529,-122.408101
2641,37.7593,-122.4836
2642,37.777619,-122.41187
2644,37.760377,-122.506999
2646,37.7593,-122.4836
2647,32.8178,-116.9223
2648,37.79016,-122.423975
2649,37.719,-122.4096
2650,37.745881,-122.496309
2652,37.780828,-122.456343
2893,37.761078,-122.440985
2894,37.76399,-122.467383
2897,37.781732,-122.437623
2901,37.777283,-122.462941
2902,37.777283,-122.462941
2904,37.763987,-122.444412
2905,37.7784,-122.414342
2906,37.7784,-122.414342
2907,37.771753,-122.427002
2908,37.773935,-122.446092
2910,37.729874,-122.372006
2911,37.73377,-122.439051
2912,37.7812,-122.4614
2913,37.801076,-122.426748
2914,37.785131,-122.463503
2918,37.779853,-122.403909
2920,37.730177,-122.371731
2921,37.77446,-122.449517
2923,37.790841,-122.418566
2924,37.771804,-122.426621
2926,37.7864,-122.3892
2927,37.797617,-122.423793
2929,37.792269,-122.424402
2931,37.739002,-122.415899
2932,37.773083,-122.391187
2936,37.745913,-122.428658
2940,37.782077,-122.483804
2942,37.787703,-122.391971
2943,37.780851,-122.453083
2944,37.7593,-122.4836
2945,37.78518,-122.435781
2946,37.777592,-122.41098
2947,37.779907,-122.492859
2949,37.8002,-122.4091
2950,37.775272,-122.415908
2951,37.689004,-122.494098
2952,37.754833,-122.425438
2953,37.761708,-122.391794
2954,38.344853,-121.959578
2955,38.344853,-121.959578
2957,37.787213,-122.391949
2958,37.764715,-122.425231
2959,37.772721,-122.391183
2961,37.769798,-122.448579
2962,37.713304,-122.41015
2963,37.780767,-122.437532
2964,37.793428,-122.26913
2965,37.780767,-122.437532
2966,37.774015,-122.440999
2967,37.791433,-122.421376
2968,37.787703,-122.391971
2971,37.787213,-122.391949
2974,37.749357,-122.444826
2975,37.793428,-122.26913
2976,37.763467,-122.479267
2977,37.727559,-122.368684
2978,37.791456,-122.392342
2979,37.787137,-122.396691
2981,37.720934,-122.440473
2982,37.764037,-122.466311
2985,37.795544,-122.424923
2986,37.773089,-122.396768
2987,37.800868,-122.405763
2988,37.774299,-122.39051
2989,37.728231,-122.459064
2990,37.794527,-122.411364
2992,37.769526,-122.45071
2994,37.796753,-122.43061
2995,37.750968,-122.412839
2996,37.759977,-122.504983
2997,37.7784,-122.414342
2998,37.777028,-122.393184
3000,37.784431,-122.396488
3002,37.7694,-122.3867
3004,37.71764,-122.443932
3005,37.793112,-122.424572
3007,37.725072,-122.458194
3010,37.787996,-122.393597
3011,37.630623,-122.428484
3012,37.758794,-122.416371
3013,37.717866,-122.440359
